Ref_lead_author	Ref_publication_date	Ref_journal	Cell_stack_sequence	Cell_area_measured	Cell_number_of_cells_per_substrate	Cell_architecture	Cell_flexible	Cell_semitransparent	Module	Module_number_of_cells_in_module	Substrate_stack_sequence	ETL_stack_sequence	ETL_deposition_procedure	Perovskite_single_crystal	Perovskite_dimension_0D	Perovskite_dimension_2D	Perovskite_dimension_2D3D_mixture	Perovskite_dimension_3D	Perovskite_dimension_3D_with_2D_capping_layer	Perovskite_dimension_list_of_layers	Perovskite_composition_perovskite_ABC3_structure	Perovskite_composition_perovskite_inspired_structure	Perovskite_composition_long_form	Perovskite_composition_inorganic	Perovskite_composition_leadfree	Perovskite_band_gap	Perovskite_band_gap_graded	Perovskite_band_gap_estimation_basis	Perovskite_deposition_number_of_deposition_steps	Perovskite_deposition_procedure	Perovskite_deposition_aggregation_state_of_reactants	Perovskite_deposition_synthesis_atmosphere	Perovskite_deposition_solvents	Perovskite_deposition_solvents_mixing_ratios	Perovskite_deposition_quenching_induced_crystallisation	Perovskite_deposition_thermal_annealing_temperature	Perovskite_deposition_thermal_annealing_time	Perovskite_deposition_solvent_annealing	HTL_stack_sequence	HTL_additives_compounds	HTL_deposition_procedure	Backcontact_stack_sequence	Backcontact_thickness_list	Backcontact_deposition_procedure	Add_lay_front	Add_lay_back	Encapsulation	JV_measured	JV_average_over_n_number_of_cells	JV_certified_values	JV_light_intensity	JV_reverse_scan_Voc	JV_reverse_scan_Jsc	JV_reverse_scan_FF	JV_reverse_scan_PCE	JV_default_Voc	JV_default_Jsc	JV_default_FF	JV_default_PCE	JV_default_Voc_scan_direction	JV_default_Jsc_scan_direction	JV_default_FF_scan_direction	JV_default_PCE_scan_direction	buffer
Zhang et al.	2019/3/20	Journal of Materials Chemistry A	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788GU0.097MA0.065PbBr0.51I2.49	FALSE	FALSE	1.63	FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	7; 1	TRUE	120	15	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	19.5	0.735	15.78	1.1	19.5	0.735	15.78	Reversed	Reversed	Reversed	Reversed	buffer
Zhang et al.	2019/3/20	Journal of Materials Chemistry A	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788GU0.129MA0.032PbBr0.51I2.49	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	8; 1	TRUE	120	15	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.07	15.9	0.662	11.27	1.07	15.9	0.662	11.27	Reversed	Reversed	Reversed	Reversed	buffer
Zhang et al.	2019/3/20	Journal of Materials Chemistry A	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788GU0.162PbBr0.51I2.49	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	120	15	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.06	12.1	0.591	7.51	1.06	12.1	0.591	7.51	Reversed	Reversed	Reversed	Reversed	buffer
Gil-Escrig et al.	2015/9/2	The Journal of Physical Chemistry Letters	SLG | ITO | PEDOT:PSS | TPD | Perovskite | PCBM-60 | Ba | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.58	FALSE		1	Evaporation	Gas	Vacuum	none	1	FALSE	Unknown	Unknown	FALSE	PEDOT:PSS | TPD		Spin-coating | Spin-coating	Ba | Ag	10.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.079	16.34	0.73	12.9	1.079	16.34	0.73	12.9	Reversed	Reversed	Reversed	Reversed	buffer
Gil-Escrig et al.	2015/9/2	The Journal of Physical Chemistry Letters	SLG | ITO | PEDOT:PSS | TPD | Perovskite | PCBM-60 | Ba | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr0.09I2.91	FALSE	FALSE	1.61	FALSE		3	Co-evaporation >> Evaporation >> Spin-coating	Gas >> Gas >> Liquid	Vacuum >> Vacuum >> Unknown	none >> none >> IPA	1 >> 1 >> 1	FALSE	Unknown >> 100	Unknown >> 5.0	FALSE	PEDOT:PSS | TPD		Spin-coating | Spin-coating	Ba | Ag	10.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.114	14.14	0.65	10.2	1.114	14.14	0.65	10.2	Reversed	Reversed	Reversed	Reversed	buffer
Gil-Escrig et al.	2015/9/2	The Journal of Physical Chemistry Letters	SLG | ITO | PEDOT:PSS | TPD | Perovskite | PCBM-60 | Ba | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr0.3I2.7	FALSE	FALSE	1.64	FALSE		3	Co-evaporation >> Evaporation >> Spin-coating	Gas >> Gas >> Liquid	Vacuum >> Vacuum >> Unknown	none >> none >> IPA	1 >> 1 >> 1	FALSE	Unknown >> 100	Unknown >> 5.0	FALSE	PEDOT:PSS | TPD		Spin-coating | Spin-coating	Ba | Ag	10.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.139	13.14	0.72	10.8	1.139	13.14	0.72	10.8	Reversed	Reversed	Reversed	Reversed	buffer
Gil-Escrig et al.	2015/9/2	The Journal of Physical Chemistry Letters	SLG | ITO | PEDOT:PSS | TPD | Perovskite | PCBM-60 | Ba | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr0.6I2.4	FALSE	FALSE	1.7	FALSE		3	Co-evaporation >> Evaporation >> Spin-coating	Gas >> Gas >> Liquid	Vacuum >> Vacuum >> Unknown	none >> none >> IPA	1 >> 1 >> 1	FALSE	Unknown >> 100	Unknown >> 5.0	FALSE	PEDOT:PSS | TPD		Spin-coating | Spin-coating	Ba | Ag	10.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.129	11.72	0.7	9.3	1.129	11.72	0.7	9.3	Reversed	Reversed	Reversed	Reversed	buffer
Gil-Escrig et al.	2015/9/2	The Journal of Physical Chemistry Letters	SLG | ITO | PEDOT:PSS | TPD | Perovskite | PCBM-60 | Ba | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr1.2I1.8	FALSE	FALSE	1.8	FALSE		3	Co-evaporation >> Evaporation >> Spin-coating	Gas >> Gas >> Liquid	Vacuum >> Vacuum >> Unknown	none >> none >> IPA	1 >> 1 >> 1	FALSE	Unknown >> 100	Unknown >> 5.0	FALSE	PEDOT:PSS | TPD		Spin-coating | Spin-coating	Ba | Ag	10.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.175	3.01	0.71	2.5	1.175	3.01	0.71	2.5	Reversed	Reversed	Reversed	Reversed	buffer
Gil-Escrig et al.	2015/9/2	The Journal of Physical Chemistry Letters	SLG | ITO | PEDOT:PSS | TPD | Perovskite | PCBM-60 | Ba | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr1.8I1.2	FALSE	FALSE	1.92	FALSE		3	Co-evaporation >> Evaporation >> Spin-coating	Gas >> Gas >> Liquid	Vacuum >> Vacuum >> Unknown	none >> none >> IPA	1 >> 1 >> 1	FALSE	Unknown >> 100	Unknown >> 5.0	FALSE	PEDOT:PSS | TPD		Spin-coating | Spin-coating	Ba | Ag	10.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.182	1.78	0.55	1.2	1.182	1.78	0.55	1.2	Reversed	Reversed	Reversed	Reversed	buffer
Ren et al.	2018/8/31	Journal of Power Sources	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon	0.09	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spray-pyrolys | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.85MA0.15PbBr0.45I2.55	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	Unknown	Unknown	FALSE	none		Unknown	Carbon	30000	Doctor blading	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.98	12.5	0.68	8.4	0.98	12.5	0.68	8.4	Reversed	Reversed	Reversed	Reversed	buffer
Ren et al.	2018/8/31	Journal of Power Sources	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | BDT0FMeDPA | Carbon	0.09	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spray-pyrolys | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.85MA0.15PbBr0.45I2.55	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	Unknown	Unknown	FALSE	BDT0FMeDPA		Spin-coating	Carbon	30000	Doctor blading	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.98	17.2	0.67	11.3	0.98	17.2	0.67	11.3	Reversed	Reversed	Reversed	Reversed	buffer
Ren et al.	2018/8/31	Journal of Power Sources	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | BDT0FMeDPA | Carbon	0.09	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spray-pyrolys | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.85MA0.15PbBr0.45I2.55	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	Unknown	Unknown	FALSE	BDT2FMeDPA		Spin-coating	Carbon	30000	Doctor blading	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1	21.4	0.66	14.5	1	21.4	0.66	14.5	Reversed	Reversed	Reversed	Reversed	buffer
Tavakoli et al.	2019/3/6	Advanced Energy Materials	SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c	CBD	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.827MA0.123PbBr0.369I2.631	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	120; 100	10.0; 40.0	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	10	FALSE	100	1.107	22.4	0.753	18.65	1.107	22.4	0.753	18.65	Reversed	Reversed	Reversed	Reversed	buffer
Tavakoli et al.	2019/3/6	Advanced Energy Materials	SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c	CBD	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.827MA0.123PbBr0.369I2.631	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	150; 100	20.0; 30.0	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	10	FALSE	100	1.125	22.82	0.768	20.52	1.125	22.82	0.768	20.52	Reversed	Reversed	Reversed	Reversed	buffer
Tavakoli et al.	2019/3/6	Advanced Energy Materials	SLG | FTO | SnO2-c | Perovskite | 1�\adamantylamine hydrochloride | Spiro-MeOTAD | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c	CBD	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.827MA0.123PbBr0.369I2.631	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	150; 100	20.0; 30.0	FALSE	1�\adamantylamine hydrochloride | Spiro-MeOTAD	Unknown | Li-TSFI; TBP	Spin-coating | Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	10	FALSE	100	1.142	22.9	0.773	21.2	1.142	22.9	0.773	21.2	Reversed	Reversed	Reversed	Reversed	buffer
Tavakoli et al.	2019/3/6	Advanced Energy Materials	SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c	CBD	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.827MA0.123PbBr0.369I2.631	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	120; 100	10.0; 40.0	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.11	22.48	0.778	19.43	1.11	22.48	0.778	19.43	Reversed	Reversed	Reversed	Reversed	buffer
Tavakoli et al.	2019/3/6	Advanced Energy Materials	SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c	CBD	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.827MA0.123PbBr0.369I2.631	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	150; 100	20.0; 30.0	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.134	23.01	0.785	20.52	1.134	23.01	0.785	20.52	Reversed	Reversed	Reversed	Reversed	buffer
Tavakoli et al.	2019/3/6	Advanced Energy Materials	SLG | FTO | SnO2-c | Perovskite | 1�\adamantylamine hydrochloride | Spiro-MeOTAD | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c	CBD	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.827MA0.123PbBr0.369I2.631	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	150; 100	20.0; 30.0	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.152	23.4	0.783	21.2	1.152	23.4	0.783	21.2	Reversed	Reversed	Reversed	Reversed	buffer
Babayigit et al.	2018/6/25	Joule	SLG | ITO | SnO2 | C60 | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	SnO2 | C60	Unknown | Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788MA0.162PbBr0.3I2.7	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO		TRUE	Unknown	Unknown	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.08	24.3	0.758	19.89	1.08	24.3	0.758	19.89	Reversed	Reversed	Reversed	Reversed	buffer
Yang et al.	2018/10/13	Nano Energy	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788MA0.162PbBr0.5I2.5	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	100	60	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.94	22.28	0.72	15.6	0.94	22.28	0.72	15.6	Reversed	Reversed	Reversed	Reversed	buffer
Yang et al.	2018/10/13	Nano Energy	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788MA0.162PbBr0.5I2.5	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	100; 85	60.0; 720.0	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.87	22.02	0.69	13.24	0.87	22.02	0.69	13.24	Reversed	Reversed	Reversed	Reversed	buffer
Yang et al.	2018/10/13	Nano Energy	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788MA0.162PbBr0.5I2.5	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	100; 85	60.0; 1440.0	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.85	20.25	0.67	11.7	0.85	20.25	0.67	11.7	Reversed	Reversed	Reversed	Reversed	buffer
Yang et al.	2018/10/13	Nano Energy	SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.05FA0.788MA0.162PbBr0.5I2.5	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	100; 85	60.0; 2880.0	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.73	18.4	0.62	8.37	0.73	18.4	0.62	8.37	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	40	FALSE	100	1.01	16.2	0.494	8.09	1.01	16.2	0.494	8.09	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	40	FALSE	100	1.02	17.6	0.542	9.71	1.02	17.6	0.542	9.71	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Carbon-QDs | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | Carbon-QDs	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	40	FALSE	100	1.01	16.2	0.494	8.09	1.01	16.2	0.494	8.09	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Carbon-QDs | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | Carbon-QDs	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	40	FALSE	100	1.07	19.7	0.751	15.8	1.07	19.7	0.751	15.8	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.03	18.2	0.563	10.5	1.03	18.2	0.563	10.5	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.05	19.1	0.612	12.3	1.05	19.1	0.612	12.3	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Carbon-QDs | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | Carbon-QDs	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.06	19.4	0.734	15.1	1.06	19.4	0.734	15.1	Reversed	Reversed	Reversed	Reversed	buffer
Bi et al.	2017/6/12	Nature Communications	SLG | FTO | LiMgNiO-c | Perovskite | PCBM-60 | Carbon-QDs | Ag	1.02	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | Carbon-QDs	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMSO	1	TRUE	100	10	FALSE	LiMgNiO		Spray-pyrolys	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	TRUE	100	1.08	20.6	0.766	17	1.08	20.6	0.766	17	Reversed	Reversed	Reversed	Reversed	buffer
Long et al.	2016/11/15	Nature Communications	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	Unknown	Unknown	FALSE	Spiro-MeOTAD	Li-TFSI; TPB	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.08	21.7	0.725	17	1.08	21.7	0.725	17	Reversed	Reversed	Reversed	Reversed	buffer
Yu et al.	2018/9/11	Journal of Materials Chemistry A	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr0.45I2.55	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Inert >> Inert	DMF; DMSO >> DMSO; Methanol	9; 1 >> nan	FALSE	Unknown >> 280	Unknown >> 30.0	FALSE	Spiro-MeOTAD	FK209; Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	40	FALSE	100	1.14	9.9	0.64	7.22	1.14	9.9	0.64	7.22	Reversed	Reversed	Reversed	Reversed	buffer
Yu et al.	2018/9/11	Journal of Materials Chemistry A	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr0.45I2.55	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Inert >> Inert	DMF; DMSO >> DMSO; Methanol	9; 1 >> nan	FALSE	Unknown >> 280	Unknown >> 30.0	FALSE	Spiro-MeOTAD	FK209; Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	40	FALSE	100	1.23	13.3	0.68	11.1	1.23	13.3	0.68	11.1	Reversed	Reversed	Reversed	Reversed	buffer
