Ref_lead_author	Ref_publication_date	Ref_journal	Cell_stack_sequence	Cell_area_measured	Cell_number_of_cells_per_substrate	Cell_architecture	Cell_flexible	Cell_semitransparent	Module	Module_number_of_cells_in_module	Substrate_stack_sequence	ETL_stack_sequence	ETL_deposition_procedure	Perovskite_single_crystal	Perovskite_dimension_0D	Perovskite_dimension_2D	Perovskite_dimension_2D3D_mixture	Perovskite_dimension_3D	Perovskite_dimension_3D_with_2D_capping_layer	Perovskite_dimension_list_of_layers	Perovskite_composition_perovskite_ABC3_structure	Perovskite_composition_perovskite_inspired_structure	Perovskite_composition_long_form	Perovskite_composition_inorganic	Perovskite_composition_leadfree	Perovskite_band_gap	Perovskite_band_gap_graded	Perovskite_band_gap_estimation_basis	Perovskite_deposition_number_of_deposition_steps	Perovskite_deposition_procedure	Perovskite_deposition_aggregation_state_of_reactants	Perovskite_deposition_synthesis_atmosphere	Perovskite_deposition_solvents	Perovskite_deposition_solvents_mixing_ratios	Perovskite_deposition_quenching_induced_crystallisation	Perovskite_deposition_thermal_annealing_temperature	Perovskite_deposition_thermal_annealing_time	Perovskite_deposition_solvent_annealing	HTL_stack_sequence	HTL_additives_compounds	HTL_deposition_procedure	Backcontact_stack_sequence	Backcontact_thickness_list	Backcontact_deposition_procedure	Add_lay_front	Add_lay_back	Encapsulation	JV_measured	JV_average_over_n_number_of_cells	JV_certified_values	JV_light_intensity	JV_reverse_scan_Voc	JV_reverse_scan_Jsc	JV_reverse_scan_FF	JV_reverse_scan_PCE	JV_default_Voc	JV_default_Jsc	JV_default_FF	JV_default_PCE	JV_default_Voc_scan_direction	JV_default_Jsc_scan_direction	JV_default_FF_scan_direction	JV_default_PCE_scan_direction	buffer
You et al.	2017/11/15	Chemistry - A European Journal	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	110	5	FALSE	Spiro-MeOTAD		Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.07	22.78	0.71	17.37	1.07	22.78	0.71	17.37	Reversed	Reversed	Reversed	Reversed	buffer
You et al.	2017/11/15	Chemistry - A European Journal	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	110	5	FALSE	Spiro-MeOTAD		Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.091	22.8	0.75	18.67	1.091	22.8	0.75	18.67	Reversed	Reversed	Reversed	Reversed	buffer
You et al.	2017/11/15	Chemistry - A European Journal	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	110	5	FALSE	Spiro-MeOTAD		Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.103	23.54	0.76	19.7	1.103	23.54	0.76	19.7	Reversed	Reversed	Reversed	Reversed	buffer
You et al.	2017/11/15	Chemistry - A European Journal	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	110	5	FALSE	Spiro-MeOTAD		Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.101	22.52	0.74	18.33	1.101	22.52	0.74	18.33	Reversed	Reversed	Reversed	Reversed	buffer
You et al.	2017/11/15	Chemistry - A European Journal	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	4; 1	TRUE	110	5	FALSE	Spiro-MeOTAD		Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.07	22.65	0.73	17.75	1.07	22.65	0.73	17.75	Reversed	Reversed	Reversed	Reversed	buffer
Choi et al.	2015/8/25	Chemical Communications	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | B[BMPDP]2 | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Dipp-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 70.0	30.0 >> 15.0	FALSE	B[BMPDP]2	Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	22	FALSE	100	0.972	21.29	0.667	13.81	0.972	21.29	0.667	13.81	Reversed	Reversed	Reversed	Reversed	buffer
Choi et al.	2015/8/25	Chemical Communications	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | DPEDOT-B[BMPDP]2 | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Dipp-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 70.0	30.0 >> 15.0	FALSE	DPEDOT-B[BMPDP]2	Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	22	FALSE	100	0.947	21.07	0.713	14.23	0.947	21.07	0.713	14.23	Reversed	Reversed	Reversed	Reversed	buffer
Choi et al.	2015/8/25	Chemical Communications	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | DPBTD-B[BMPDP]2 | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Dipp-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 70.0	30.0 >> 15.0	FALSE	DPBTD-B[BMPDP]2	Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	22	FALSE	100	0.951	20.96	0.702	13.99	0.951	20.96	0.702	13.99	Reversed	Reversed	Reversed	Reversed	buffer
Choi et al.	2015/8/25	Chemical Communications	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.16	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Dipp-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 70.0	30.0 >> 15.0	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	22	FALSE	100	1.003	21.17	0.685	14.55	1.003	21.17	0.685	14.55	Reversed	Reversed	Reversed	Reversed	buffer
Cao et al.	2017/6/16	Journal of Materials Chemistry C	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF >> IPA	1 >> 1	FALSE	70.0 >> 100.0	30.0 >> 60.0	FALSE	Spiro-MeOTAD	FK102; Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.99	20.91	0.592	12.25	0.99	20.91	0.592	12.25	Reversed	Reversed	Reversed	Reversed	buffer
Cao et al.	2017/6/16	Journal of Materials Chemistry C	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF; NMP >> IPA	10; 3	FALSE	70.0 >> 100.0	30.0 >> 60.0	FALSE	Spiro-MeOTAD	FK102; Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.01	21.89	0.663	14.66	1.01	21.89	0.663	14.66	Reversed	Reversed	Reversed	Reversed	buffer
Cao et al.	2017/6/16	Journal of Materials Chemistry C	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF; DMSO >> IPA	5; 1 >> 1	FALSE	70.0 >> 100.0	30.0 >> 60.0	FALSE	Spiro-MeOTAD	FK102; Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.01	22.55	0.71	16.17	1.01	22.55	0.71	16.17	Reversed	Reversed	Reversed	Reversed	buffer
Cao et al.	2017/6/16	Journal of Materials Chemistry C	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> CBD	Liquid >> Liquid	Unknown	DMF; HMPA >> IPA	20; 1 >> 1	FALSE	70.0 >> 100.0	30.0 >> 60.0	FALSE	Spiro-MeOTAD	FK102; Li-TFSI; TBP	Spin-coating	Au	60	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.93	20.42	0.635	12.06	0.93	20.42	0.635	12.06	Reversed	Reversed	Reversed	Reversed	buffer
Wei et al.	2019/4/9	Journal of Nanoscience and Nanotechnology	SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FAPbI3	FALSE	FALSE	1.5	FALSE		1	Spin-coating	Liquid	N2	DMSO; GBL	3; 7	FALSE	150	30	FALSE	PEDOT:PSS		Spin-coating	Ag	80	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.86	13.44	0.63	7.3	0.86	13.44	0.63	7.3	Reversed	Reversed	Reversed	Reversed	buffer
Liu et al.	2018/3/8	Journal of the American Chemical Society	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au	0.09	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	ZnO | C60	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	Cs0.04FA0.8MA0.16PbBr0.15I0.85	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMSO	1	FALSE	Unknown	Unknown	FALSE	PTAA		Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.01	21	0.7	15.5	1.01	21	0.7	15.5	Reversed	Reversed	Reversed	Reversed	buffer
Liu et al.	2018/3/8	Journal of the American Chemical Society	SLG | FTO | NiO-c | Perovskite | ZnO | C60 | Au	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	ZnO | C60	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr2I	TRUE	FALSE		FALSE		1	Spin-coating	Liquid	Unknown	DMSO	1	FALSE	42	4	FALSE	NiO-c		Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.14	15.2	0.77	13.3	1.14	15.2	0.77	13.3	Reversed	Reversed	Reversed	Reversed	buffer
Kayesh et al.	2018/12/18	ACS Energy Letters	SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag	0.25	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | BCP	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FASnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	Unknown	Unknown	FALSE	PEDOT:PSS		Spin-coating	Ag	90	Evaporation	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.363	15.747	0.591	3.4	0.363	15.747	0.591	3.4	Reversed	Reversed	Reversed	Reversed	buffer
Kayesh et al.	2018/12/18	ACS Energy Letters	SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag	0.25	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | BCP	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FASnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	Unknown	Unknown	FALSE	PEDOT:PSS		Spin-coating	Ag	90	Evaporation	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.592	18.89	0.623	7	0.592	18.89	0.623	7	Reversed	Reversed	Reversed	Reversed	buffer
Singh et al.	2017/12/7	Solar RRL	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Unknown	Unknown	Unknown	Unknown		FALSE	Unknown	Unknown	FALSE	Spiro-MeOTAD		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.91	16.51	0.488	7.32	0.91	16.51	0.488	7.32	Reversed	Reversed	Reversed	Reversed	buffer
Singh et al.	2017/12/7	Solar RRL	SLG | FTO | C60 | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	C60	Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Unknown	Unknown	Unknown	Unknown		FALSE	Unknown	Unknown	FALSE	Spiro-MeOTAD		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.88	2.61	0.607	1.39	0.88	2.61	0.607	1.39	Reversed	Reversed	Reversed	Reversed	buffer
Singh et al.	2017/12/7	Solar RRL	SLG | FTO | PolyTPD | Perovskite | PCBM-60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | BCP	Unknown | Unknown	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Unknown	Unknown	Unknown	Unknown		FALSE	Unknown	Unknown	FALSE	PolyTPD		Unknown	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.04	21.85	0.699	15.96	1.04	21.85	0.699	15.96	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FASnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.49	20.9	0.693	7.1	0.49	20.9	0.693	7.1	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.95GU0.05SnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.51	20.9	0.697	7.4	0.51	20.9	0.697	7.4	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.9GU0.1SnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.51	21.4	0.684	7.4	0.51	21.4	0.684	7.4	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.85GU0.15SnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.5	21.5	0.694	7.5	0.5	21.5	0.694	7.5	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.8GU0.2SnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.56	20.8	0.726	8.5	0.56	20.8	0.726	8.5	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.75GU0.25SnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.619	20.4	0.729	7.8	0.619	20.4	0.729	7.8	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.1	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.7GU0.3SnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.59	18.8	0.672	7.5	0.59	18.8	0.672	7.5	Reversed	Reversed	Reversed	Reversed	buffer
Jokar et al.	2018/11/9	Advanced Materials	SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag	0.0222	0	pin	FALSE	FALSE	FALSE	0	SLG | ITO	C60 | BCP	Evaporation | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.8GU0.2SnI3	FALSE	TRUE		FALSE		1	Spin-coating	Liquid	N2	DMSO	1	TRUE	70	10	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	TRUE	TRUE	1	TRUE	100	0.574	19.73	0.733	8.3	0.574	19.73	0.733	8.3	Reversed	Reversed	Reversed	Reversed	buffer
Lei et al.	2018/4/4	Nanoscale	SLG | FTO | X1 | Perovskite | PCBM-60 | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	60.0; 100	2.0; 5.0	FALSE	X1		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.04	18.28	0.691	13.14	1.04	18.28	0.691	13.14	Reversed	Reversed	Reversed	Reversed	buffer
Lei et al.	2018/4/4	Nanoscale	SLG | FTO | X1 | Perovskite | PCBM-60 | C3-CBL | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | C3-CBL	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	60.0; 100	2.0; 5.0	FALSE	X1		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.04	20.24	0.755	15.9	1.04	20.24	0.755	15.9	Reversed	Reversed	Reversed	Reversed	buffer
Lei et al.	2018/4/4	Nanoscale	SLG | FTO | X1 | Perovskite | PCBM-60 | C3-CBL | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | C3-CBL	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	60.0; 100	2.0; 5.0	FALSE	X1		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.04	20.83	0.763	16.53	1.04	20.83	0.763	16.53	Reversed	Reversed	Reversed	Reversed	buffer
Lei et al.	2018/4/4	Nanoscale	SLG | FTO | X1 | Perovskite | PCBM-60 | C3-CBL | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | C3-CBL	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	60.0; 100	2.0; 5.0	FALSE	X1		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.05	19.99	0.738	15.51	1.05	19.99	0.738	15.51	Reversed	Reversed	Reversed	Reversed	buffer
Lei et al.	2018/4/4	Nanoscale	SLG | FTO | X1 | Perovskite | PCBM-60 | C3-CBL | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | C3-CBL	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	60.0; 100	2.0; 5.0	FALSE	X1		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.05	19.97	0.691	14.35	1.05	19.97	0.691	14.35	Reversed	Reversed	Reversed	Reversed	buffer
Lei et al.	2018/4/4	Nanoscale	SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | C3-CBL | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60 | C3-CBL	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	60.0; 100	2.0; 5.0	FALSE	PEDOT:PSS		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	0.87	18.21	0.77	12.21	0.87	18.21	0.77	12.21	Reversed	Reversed	Reversed	Reversed	buffer
Lei et al.	2018/4/4	Nanoscale	SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF; DMSO	9; 1	TRUE	60.0; 100	2.0; 5.0	FALSE	PEDOT:PSS		Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	0.93	16.43	0.728	11.12	0.93	16.43	0.728	11.12	Reversed	Reversed	Reversed	Reversed	buffer
